0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03
3.992992004669332039e-07,3.507992994669000614e-07,7.985984009338664832e-04,7.015985989338002337e-04,3.998200000000000365e-03
1.995092474624606947e-06,1.755590854925207564e-06,2.392988147381481124e-03,2.107984511982814897e-03,5.994600000000000969e-03
5.581764768631123150e-06,4.920749977885822487e-06,4.780356440631551573e-03,4.222333733938413505e-03,7.989200000000001856e-03
1.195088538666405724e-05,1.055582161695954801e-05,7.957884795434315775e-03,7.047809544209037574e-03,9.982000000000001289e-03
2.189120233269477552e-05,1.937350764507409144e-05,1.192274909662711935e-02,1.058756251202005484e-02,1.197300000000000100e-02
3.618863670882455948e-05,3.208965415198684147e-05,1.667211965563244677e-02,1.484473050180545005e-02,1.396220000000000100e-02
5.562627717005479676e-05,4.942323874228477572e-05,2.220316126682802746e-02,1.982243867879041749e-02,1.594960000000000128e-02
8.098437443536310920e-05,7.209635783906195264e-05,2.851303326378859873e-02,2.552379951476395001e-02,1.793520000000000184e-02
1.130403358549568981e-04,1.008342139934641880e-04,3.559888957539895926e-02,3.195191279404050594e-02,1.991900000000000268e-02
1.525687200335753321e-04,1.363651032002893783e-04,4.345787878183790531e-02,3.910986561960985708e-02,2.190100000000000380e-02
2.003412315097106110e-04,1.794204022198313752e-04,5.208714417043265599e-02,4.700073241947415326e-02,2.388120000000000520e-02
2.571267154906186746e-04,2.307345559061541615e-04,6.148382379138346565e-02,5.562757495317139506e-02,2.585960000000000342e-02
3.236911526429893686e-04,2.910450645419819776e-04,7.164505051335791352e-02,6.499344231848425135e-02,2.783620000000000191e-02
4.007976539391456096e-04,3.610924711803908515e-04,8.256795207895466226e-02,7.510137095833346876e-02,2.981100000000000069e-02
4.892064555586409999e-04,4.416203489934849799e-04,9.424965116003618248e-02,8.595438466785484954e-02,3.178399999999999975e-02
5.896749138451241315e-04,5.333752886282418530e-04,1.066872654129301656e-01,9.755549460165895137e-02,3.375519999999999909e-02
7.029575003183388812e-04,6.371068855697075393e-04,1.198779075334992644e-01,1.099076992812725584e-01,3.572460000000000219e-02
8.298057967411279082e-04,7.535677275117243831e-04,1.338186853120787445e-01,1.230139846027610423e-01,3.769220000000000209e-02
9.709684902413081653e-04,8.835133817353702521e-04,1.485067016882817836e-01,1.368773238445307183e-01,3.965799999999999881e-02
1.127191368488285285e-03,1.027702382495290561e-03,1.639390548056720576e-01,1.515006776753102802e-01,4.162199999999999928e-02
1.299217314924272938e-03,1.186896218414100826e-03,1.801128380663031825e-01,1.668869941623103148e-01,4.358419999999999656e-02
1.487786304049987067e-03,1.361859319885036198e-03,1.970251401851248196e-01,1.830392087795602030e-01,4.554459999999999759e-02
1.693635396764676861e-03,1.553359046483026879e-03,2.146730452442550952e-01,1.999602444164213511e-01,4.750319999999999543e-02
1.917498735760363778e-03,1.762165674384375599e-03,2.330536327471187663e-01,2.176530113862757687e-01,4.945999999999999702e-02
2.150119769934875653e-03,1.988557985426515299e-03,2.321884356019057738e-01,2.351316106980030907e-01,5.141499999999999543e-02
2.382240006564311039e-03,2.232798127778970378e-03,2.320520376569655818e-01,2.533486740069070819e-01,5.336819999999999758e-02
2.614586815103900948e-03,2.495626021697176095e-03,2.326415794222145006e-01,2.723071138295039550e-01,5.531959999999999655e-02
2.847884703227819038e-03,2.777784493752227628e-03,2.339541968256217408e-01,2.920098302805995139e-01,5.726919999999999927e-02
3.083427691276432060e-03,3.070035658758353894e-03,2.371317792716048922e-01,2.924924997316524222e-01,5.921699999999999880e-02
3.322526373720968793e-03,3.363145646877193414e-03,2.410655856174684364e-01,2.937274765060266524e-01,6.116300000000000209e-02
3.565935515500663535e-03,3.657868233685895604e-03,2.457526979419211721e-01,2.957176971113775199e-01,6.310720000000000218e-02
3.814406961381669372e-03,3.954960124977046493e-03,2.511901938200907791e-01,2.984660854709235700e-01,6.504959999999999909e-02
4.068689631480324961e-03,4.255180944178913773e-03,2.573751463772212533e-01,3.019755529328108645e-01,6.699019999999999975e-02
