0.000000000000000000e+00,0.000000000000000000e+00,-8.654155746401258398e+00,-1.168952410039212353e+01,2.507956790637293043e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.918711697262911287e+01,-1.000000000000000000e+01,4.000000000000000000e+01
1.000000000000000021e-03,0.000000000000000000e+00,3.940591436174618600e+00,-1.173178324325247379e+00,3.003723381790203817e+00
1.000000000000000021e-03,1.000000000000000000e+00,1.972031876616364698e+01,2.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000042e-03,0.000000000000000000e+00,-2.129960444742910575e+00,-1.142746561884407264e+01,1.678943226276677692e+00
2.000000000000000042e-03,1.000000000000000000e+00,9.298559726443608042e+01,2.000000000000000000e+01,9.000000000000000000e+01
3.000000000000000062e-03,0.000000000000000000e+00,2.210569495708475607e+00,3.971133691259825405e+00,3.091931478265209865e+00
3.000000000000000062e-03,1.000000000000000000e+00,4.179381718325947759e+01,-1.000000000000000000e+01,4.000000000000000000e+01
4.000000000000000083e-03,0.000000000000000000e+00,1.468563748088327969e+01,-1.121977138188913159e+01,1.600076326104171054e+00
4.000000000000000083e-03,1.000000000000000000e+00,2.001468271451871672e+01,2.000000000000000000e+01,0.000000000000000000e+00
5.000000000000000104e-03,0.000000000000000000e+00,-3.869628370397734329e+00,9.740276631849878797e+00,3.632560219685048608e+00
5.000000000000000104e-03,1.000000000000000000e+00,9.318148505629001477e+01,2.000000000000000000e+01,9.000000000000000000e+01
6.000000000000000125e-03,0.000000000000000000e+00,1.197960131444659737e+01,9.626182082634358039e+00,2.827950572764895920e+00
6.000000000000000125e-03,1.000000000000000000e+00,4.085055626191327605e+01,-1.000000000000000000e+01,4.000000000000000000e+01
7.000000000000000146e-03,0.000000000000000000e+00,8.049341688996904054e+00,9.281259595412787888e+00,1.726833554402627202e+00
7.000000000000000146e-03,1.000000000000000000e+00,1.844091292820406025e+01,2.000000000000000000e+01,0.000000000000000000e+00
8.000000000000000167e-03,0.000000000000000000e+00,1.225681419149645279e+01,3.439914053521526682e-01,2.730041139527350058e+00
8.000000000000000167e-03,1.000000000000000000e+00,9.140161310387998128e+01,2.000000000000000000e+01,9.000000000000000000e+01
9.000000000000001055e-03,0.000000000000000000e+00,9.016081062950668468e+00,-8.384474931874787984e+00,1.295348661742520058e+00
9.000000000000001055e-03,1.000000000000000000e+00,4.151953181828409356e+01,-1.000000000000000000e+01,4.000000000000000000e+01
1.000000000000000021e-02,0.000000000000000000e+00,1.891733372488972620e+01,1.110613515153603714e+01,3.520046561134049234e+00
1.000000000000000021e-02,1.000000000000000000e+00,1.967240263080813278e+01,2.000000000000000000e+01,0.000000000000000000e+00
1.099999999999999936e-02,0.000000000000000000e+00,2.552567011430189936e+01,7.395997643119973652e+00,2.148141259208509624e+00
1.099999999999999936e-02,1.000000000000000000e+00,9.124367846475576016e+01,2.000000000000000000e+01,9.000000000000000000e+01
1.200000000000000025e-02,0.000000000000000000e+00,-2.393760252803538435e+00,1.159802203699651990e+01,1.254552035180016123e+00
1.200000000000000025e-02,1.000000000000000000e+00,4.279295573750471249e+01,-1.000000000000000000e+01,4.000000000000000000e+01
1.300000000000000114e-02,0.000000000000000000e+00,2.073507668208042531e+01,8.520070427354101028e+00,2.062276010172792162e+00
1.300000000000000114e-02,1.000000000000000000e+00,1.883353226877088105e+01,2.000000000000000000e+01,0.000000000000000000e+00
1.400000000000000029e-02,0.000000000000000000e+00,1.133917143192945254e+01,1.227175285834847784e+01,2.509895438658943156e+00
1.400000000000000029e-02,1.000000000000000000e+00,9.161566173771527133e+01,2.000000000000000000e+01,9.000000000000000000e+01
1.499999999999999944e-02,0.000000000000000000e+00,3.298806531753198712e+00,2.202874588472124273e+01,2.073070894867283798e+00
1.499999999999999944e-02,1.000000000000000000e+00,4.157193754270127783e+01,-1.000000000000000000e+01,4.000000000000000000e+01
1.600000000000000033e-02,0.000000000000000000e+00,9.683068514685555073e+00,1.221682714797348623e+01,1.646029200228640965e+00
1.600000000000000033e-02,1.000000000000000000e+00,2.130621713226155833e+01,2.000000000000000000e+01,0.000000000000000000e+00
1.700000000000000122e-02,0.000000000000000000e+00,2.277149694719781081e+01,-8.897398476207918350e-01,2.295568824761480720e+00
1.700000000000000122e-02,1.000000000000000000e+00,9.221118642335582649e+01,2.000000000000000000e+01,9.000000000000000000e+01
1.800000000000000211e-02,0.000000000000000000e+00,-5.393417966033934974e+00,2.793785929195674100e+01,2.048714771157558179e+00
1.800000000000000211e-02,1.000000000000000000e+00,4.190855130621982738e+01,-1.000000000000000000e+01,4.000000000000000000e+01
1.899999999999999953e-02,0.000000000000000000e+00,6.123595242300556407e+00,6.791030526619868724e+00,2.556955307156623114e+00
1.899999999999999953e-02,1.000000000000000000e+00,1.990129190130136649e+01,2.000000000000000000e+01,0.000000000000000000e+00
